customer_id,customer_name,segment,recency,frequency,monetary,R_score,F_score,M_score,RFM_Score,RFM_Segment
RS-9870,Roy Skaria,Home Office,21,8,1031.44,3,2,1,6,Potential Loyalists
RW-19540,Rick Wilson,Corporate,43,25,19423.69,2,3,4,9,At Risk
RW-19630,Rob Williams,Corporate,78,26,9425.92,2,4,3,9,At Risk
RW-19690,Robert Waldorf,Consumer,16,25,11200.14,3,3,3,9,Loyal Customers
RW-9540,Rick Wilson,Corporate,27,7,5698.43,3,2,2,7,Potential Loyalists
RW-9630,Rob Williams,Corporate,400,2,560.01,1,1,1,3,Lost
RW-9690,Robert Waldorf,Consumer,99,8,1399.0,2,2,1,5,Hibernating
SA-10830,Sue Ann Reed,Consumer,11,10,872.68,4,2,1,7,Potential Loyalists
SA-20830,Sue Ann Reed,Consumer,64,30,15622.38,2,4,4,10,At Risk
SB-10170,Sarah Bern,Consumer,27,5,1647.24,3,1,1,5,Potential Loyalists
SB-10185,Sarah Brown,Consumer,79,7,1268.44,2,2,1,5,Hibernating
SB-10290,Sean Braxton,Corporate,192,5,1975.4,1,1,2,4,Lost
SB-20170,Sarah Bern,Consumer,3,15,12950.93,4,3,3,10,Champions
SB-20185,Sarah Brown,Consumer,75,31,21034.46,2,4,4,10,At Risk
SB-20290,Sean Braxton,Corporate,42,22,18538.53,2,3,4,9,At Risk
SC-10020,Sam Craven,Consumer,265,4,476.33,1,1,1,3,Lost
SC-10050,Sample Company A,Home Office,43,7,2311.85,2,2,2,6,At Risk
SC-10095,Sanjit Chand,Consumer,226,7,918.52,1,2,1,4,Lost
SC-10230,Scot Coram,Corporate,195,3,1793.91,1,1,2,4,Lost
SC-10260,Scott Cohen,Corporate,142,7,3166.52,1,2,2,5,Lost
SC-10305,Sean Christensen,Consumer,17,7,3207.18,3,2,2,7,Potential Loyalists
SC-10380,Shahid Collister,Consumer,276,4,1556.16,1,1,1,3,Lost
SC-10440,Shaun Chance,Corporate,93,4,1929.08,2,1,2,5,Hibernating
SC-10575,Sonia Cooley,Consumer,374,2,328.02,1,1,1,3,Lost
SC-10680,Steve Carroll,Home Office,190,4,6344.79,1,1,3,5,Lost
SC-10695,Steve Chapman,Corporate,175,4,1468.9,1,1,1,3,Lost
SC-10725,Steven Cartwright,Consumer,92,7,2944.49,2,2,2,6,At Risk
SC-10770,Stewart Carmichael,Corporate,185,7,2033.21,1,2,2,5,Lost
SC-10800,Stuart Calhoun,Consumer,360,2,89.29,1,1,1,3,Lost
SC-10845,Sung Chung,Consumer,54,4,1368.12,2,1,1,4,Hibernating
SC-20020,Sam Craven,Consumer,9,34,10579.47,4,4,3,11,Champions
SC-20050,Sample Company A,Home Office,41,30,16813.22,2,4,4,10,At Risk
SC-20095,Sanjit Chand,Consumer,76,28,25602.61,2,4,4,10,At Risk
SC-20230,Scot Coram,Corporate,17,25,20333.87,3,3,4,10,Loyal Customers
SC-20260,Scott Cohen,Corporate,1,26,9366.19,4,4,3,11,Champions
SC-20305,Sean Christensen,Consumer,30,26,17696.72,3,4,4,11,Loyal Customers
SC-20380,Shahid Collister,Consumer,31,37,16122.72,3,4,4,11,Loyal Customers
SC-20440,Shaun Chance,Corporate,10,25,7677.44,4,3,3,10,Champions
SC-20575,Sonia Cooley,Consumer,28,33,9685.42,3,4,3,10,Loyal Customers
SC-20680,Steve Carroll,Home Office,22,31,13477.06,3,4,4,11,Loyal Customers
SC-20695,Steve Chapman,Corporate,10,35,21931.04,4,4,4,12,Champions
SC-20725,Steven Cartwright,Consumer,8,30,13975.42,4,4,4,12,Champions
SC-20770,Stewart Carmichael,Corporate,41,32,14495.11,2,4,4,10,At Risk
SC-20800,Stuart Calhoun,Consumer,31,24,11321.28,3,3,3,9,Loyal Customers
SC-20845,Sung Chung,Consumer,9,24,9898.63,4,3,3,10,Champions
SD-10485,Shirley Daniels,Home Office,41,8,1157.34,2,2,1,5,Hibernating
SD-20485,Shirley Daniels,Home Office,16,32,16802.06,3,4,4,11,Loyal Customers
SE-10110,Sanjit Engle,Consumer,79,3,613.71,2,1,1,4,Hibernating
SE-20110,Sanjit Engle,Consumer,10,36,29532.63,4,4,4,12,Champions
SF-10065,Sandra Flanagan,Consumer,230,8,3861.43,1,2,2,5,Lost
SF-10200,Sarah Foster,Consumer,142,8,2633.32,1,2,2,5,Lost
SF-10965,Sylvia Foulston,Corporate,181,6,2476.3,1,2,2,5,Lost
SF-20065,Sandra Flanagan,Consumer,59,21,7395.75,2,3,3,8,At Risk
SF-20200,Sarah Foster,Consumer,6,28,13019.63,4,4,3,11,Champions
SF-20965,Sylvia Foulston,Corporate,49,17,6777.68,2,3,3,8,At Risk
SG-10080,Sandra Glassco,Consumer,370,6,1078.73,1,2,1,4,Lost
SG-10470,Sheri Gordon,Consumer,129,3,3086.67,1,1,2,4,Lost
SG-10605,Speros Goranitis,Consumer,234,6,2816.07,1,2,2,5,Lost
SG-10890,Susan Gilcrest,Corporate,401,6,1424.78,1,2,1,4,Lost
SG-20080,Sandra Glassco,Consumer,4,17,10774.5,4,3,3,10,Champions
SG-20470,Sheri Gordon,Consumer,91,28,10730.28,2,4,3,9,At Risk
SG-20605,Speros Goranitis,Consumer,76,32,10128.54,2,4,3,9,At Risk
SG-20890,Susan Gilcrest,Corporate,17,22,11260.3,3,3,3,9,Loyal Customers
SH-10395,Shahid Hopkins,Consumer,64,4,129.03,2,1,1,4,Hibernating
SH-10635,Stefanie Holloman,Corporate,159,4,658.98,1,1,1,3,Lost
SH-19975,Sally Hughsby,Corporate,26,29,10893.51,3,4,3,10,Loyal Customers
SH-20395,Shahid Hopkins,Consumer,24,33,12849.17,3,4,3,10,Loyal Customers
SH-20635,Stefanie Holloman,Corporate,31,25,13546.75,3,3,4,10,Loyal Customers
SH-9975,Sally Hughsby,Corporate,65,8,8058.15,2,2,3,7,At Risk
SJ-10125,Sanjit Jacobs,Home Office,295,9,2961.19,1,2,2,5,Lost
SJ-10215,Sarah Jordon,Consumer,57,9,1359.25,2,2,1,5,Hibernating
SJ-10500,Shirley Jackson,Consumer,275,3,454.07,1,1,1,3,Lost
SJ-20125,Sanjit Jacobs,Home Office,33,30,10562.09,3,4,3,10,Loyal Customers
SJ-20215,Sarah Jordon,Consumer,29,32,14709.7,3,4,4,11,Loyal Customers
SJ-20500,Shirley Jackson,Consumer,176,26,12930.79,1,4,3,8,Cant Lose Them
SK-19990,Sally Knutson,Consumer,9,19,10932.97,4,3,3,10,Champions
SK-9990,Sally Knutson,Consumer,31,7,2358.86,3,2,2,7,Potential Loyalists
SL-10155,Sara Luxemburg,Home Office,167,14,2451.78,1,3,2,6,Lost
SL-20155,Sara Luxemburg,Home Office,30,32,14380.69,3,4,4,11,Loyal Customers
SM-10005,Sally Matthias,Consumer,105,8,6262.38,1,2,3,6,Lost
SM-10320,Sean Miller,Home Office,77,7,4045.64,2,2,2,6,At Risk
SM-10905,Susan MacKendrick,Consumer,133,5,1711.99,1,1,2,4,Lost
SM-10950,Suzanne McNair,Corporate,105,9,1336.31,1,2,1,4,Lost
SM-20005,Sally Matthias,Consumer,148,22,6801.59,1,3,3,7,Cant Lose Them
SM-20320,Sean Miller,Home Office,22,21,31125.29,3,3,4,10,Loyal Customers
SM-20905,Susan MacKendrick,Consumer,38,17,6918.48,2,3,3,8,At Risk
SM-20950,Suzanne McNair,Corporate,26,29,11552.78,3,4,3,10,Loyal Customers
SN-10560,Skye Norling,Home Office,14,6,1480.1,4,2,1,7,Potential Loyalists
SN-10710,Steve Nguyen,Home Office,253,4,702.24,1,1,1,3,Lost
SN-20560,Skye Norling,Home Office,72,25,12738.71,2,3,3,8,At Risk
SN-20710,Steve Nguyen,Home Office,45,24,12703.94,2,3,3,8,At Risk
SO-10335,Sean O'Donnell,Consumer,401,4,831.5,1,1,1,3,Lost
SO-20335,Sean O'Donnell,Consumer,30,27,15534.95,3,4,4,11,Loyal Customers
SP-10545,Sibella Parks,Corporate,19,4,418.32,3,1,1,5,Potential Loyalists
SP-10620,Stefania Perrino,Corporate,140,5,299.57,1,1,1,3,Lost
SP-10650,Stephanie Phelps,Corporate,170,6,770.9,1,2,1,4,Lost
SP-10860,Sung Pak,Corporate,399,2,503.5,1,1,1,3,Lost
SP-10920,Susan Pistek,Consumer,108,4,896.39,1,1,1,3,Lost
SP-20545,Sibella Parks,Corporate,17,20,6801.2,3,3,3,9,Loyal Customers
SP-20620,Stefania Perrino,Corporate,6,31,19113.67,4,4,4,12,Champions
SP-20650,Stephanie Phelps,Corporate,21,24,10377.87,3,3,3,9,Loyal Customers
SP-20860,Sung Pak,Corporate,55,26,12994.59,2,4,3,9,At Risk
SP-20920,Susan Pistek,Consumer,7,28,28124.21,4,4,4,12,Champions
SR-10425,Sharelle Roach,Home Office,45,5,281.21,2,1,1,4,Hibernating
SR-10740,Steven Roelle,Home Office,22,4,2154.12,3,1,2,6,Potential Loyalists
SR-20425,Sharelle Roach,Home Office,9,19,12721.25,4,3,3,10,Champions
SR-20740,Steven Roelle,Home Office,24,33,17220.18,3,4,4,11,Loyal Customers
SS-10140,Saphhira Shifley,Corporate,30,7,3491.63,3,2,2,7,Potential Loyalists
SS-10410,Shahid Shariari,Consumer,27,10,2348.46,3,2,2,7,Potential Loyalists
SS-10515,Shirley Schmidt,Home Office,675,3,424.53,1,1,1,3,Lost
SS-10590,Sonia Sunley,Consumer,29,3,940.38,3,1,1,5,Potential Loyalists
SS-10875,Sung Shariari,Consumer,251,4,556.31,1,1,1,3,Lost
SS-20140,Saphhira Shifley,Corporate,16,32,20138.6,3,4,4,11,Loyal Customers
SS-20410,Shahid Shariari,Consumer,34,27,15759.48,3,4,4,11,Loyal Customers
SS-20515,Shirley Schmidt,Home Office,1,19,7480.62,4,3,3,10,Champions
SS-20590,Sonia Sunley,Consumer,6,26,12181.43,4,4,3,11,Champions
SS-20875,Sung Shariari,Consumer,15,21,4772.15,4,3,2,9,Loyal Customers
ST-10530,Shui Tom,Consumer,96,6,943.26,2,2,1,5,Hibernating
ST-20530,Shui Tom,Consumer,7,32,14064.01,4,4,4,12,Champions
SU-10665,Stephanie Ulpright,Home Office,49,6,3331.13,2,2,2,6,At Risk
SU-20665,Stephanie Ulpright,Home Office,5,23,7442.46,4,3,3,10,Champions
SV-10365,Seth Vernon,Consumer,184,5,1256.47,1,1,1,3,Lost
SV-10785,Stewart Visinsky,Consumer,22,7,2969.43,3,2,2,7,Potential Loyalists
SV-10815,Stuart Van,Corporate,9,9,7728.91,4,2,3,9,Potential Loyalists
SV-10935,Susan Vittorini,Consumer,12,3,487.75,4,1,1,6,Potential Loyalists
SV-20365,Seth Vernon,Consumer,88,31,22376.45,2,4,4,10,At Risk
SV-20785,Stewart Visinsky,Consumer,23,27,14262.94,3,4,4,11,Loyal Customers
SV-20815,Stuart Van,Corporate,35,24,14575.5,3,3,4,10,Loyal Customers
SV-20935,Susan Vittorini,Consumer,1,28,15197.69,4,4,4,12,Champions
SW-10245,Scot Wooten,Consumer,23,4,1901.91,3,1,2,6,Potential Loyalists
SW-10275,Scott Williamson,Consumer,50,5,1480.58,2,1,1,4,Hibernating
SW-10350,Sean Wendt,Home Office,101,9,1244.45,1,2,1,4,Lost
SW-10455,Shaun Weien,Consumer,8,9,2205.25,4,2,2,8,Potential Loyalists
SW-10755,Steven Ward,Corporate,44,7,2346.91,2,2,2,6,At Risk
SW-20245,Scot Wooten,Consumer,13,26,13576.68,4,4,4,12,Champions
SW-20275,Scott Williamson,Consumer,22,33,15564.97,3,4,4,11,Loyal Customers
SW-20350,Sean Wendt,Home Office,13,21,6923.25,4,3,3,10,Champions
SW-20455,Shaun Weien,Consumer,8,22,6038.02,4,3,2,9,Loyal Customers
SW-20755,Steven Ward,Corporate,16,31,23321.58,3,4,4,11,Loyal Customers
SZ-10035,Sam Zeldin,Home Office,957,4,1164.15,1,1,1,3,Lost
SZ-20035,Sam Zeldin,Home Office,14,37,15192.38,4,4,4,12,Champions
TA-11385,Tom Ashbrook,Home Office,9,5,4819.95,4,1,2,7,Potential Loyalists
TA-21385,Tom Ashbrook,Home Office,19,25,35668.12,3,3,4,10,Loyal Customers
TB-11055,Ted Butterfield,Consumer,325,3,2355.14,1,1,2,4,Lost
TB-11175,Thomas Boland,Corporate,217,4,850.33,1,1,1,3,Lost
TB-11190,Thomas Brumley,Home Office,115,4,1115.37,1,1,1,3,Lost
TB-11250,Tim Brockman,Consumer,2,15,7270.84,4,3,3,10,Champions
TB-11280,Toby Braunhardt,Consumer,157,9,1574.32,1,2,1,4,Lost
TB-11355,Todd Boyes,Corporate,15,8,438.16,4,2,1,7,Potential Loyalists
TB-11400,Tom Boeckenhauer,Consumer,112,9,3103.32,1,2,2,5,Lost
TB-11520,Tracy Blumstein,Consumer,19,11,3991.52,3,2,2,7,Potential Loyalists
TB-11595,Troy Blackwell,Consumer,163,4,752.07,1,1,1,3,Lost
TB-11625,Trudy Brown,Consumer,399,5,1810.75,1,1,2,4,Lost
TB-21055,Ted Butterfield,Consumer,36,29,13671.71,3,4,4,11,Loyal Customers
TB-21175,Thomas Boland,Corporate,40,27,16573.6,2,4,4,10,At Risk
TB-21190,Thomas Brumley,Home Office,50,17,10686.47,2,3,3,8,At Risk
TB-21250,Tim Brockman,Consumer,3,28,11830.09,4,4,3,11,Champions
TB-21280,Toby Braunhardt,Consumer,58,26,10127.01,2,4,3,9,At Risk
TB-21355,Todd Boyes,Corporate,55,20,9205.11,2,3,3,8,At Risk
TB-21400,Tom Boeckenhauer,Consumer,26,26,21375.99,3,4,4,11,Loyal Customers
TB-21520,Tracy Blumstein,Consumer,31,34,16716.76,3,4,4,11,Loyal Customers
TB-21595,Troy Blackwell,Consumer,29,26,8437.99,3,4,3,10,Loyal Customers
TB-21625,Trudy Brown,Consumer,31,31,13266.2,3,4,4,11,Loyal Customers
TC-10980,Tamara Chand,Corporate,48,8,3239.06,2,2,2,6,At Risk
TC-11145,Theresa Coyne,Corporate,13,10,3799.93,4,2,2,8,Potential Loyalists
TC-11295,Toby Carlisle,Consumer,13,5,730.91,4,1,1,6,Potential Loyalists
TC-11475,Tony Chapman,Home Office,205,9,1907.75,1,2,2,5,Lost
TC-11535,Tracy Collins,Home Office,371,4,2214.97,1,1,2,4,Lost
TC-20980,Tamara Chand,Corporate,28,28,34218.27,3,4,4,11,Loyal Customers
TC-21145,Theresa Coyne,Corporate,12,25,18419.94,4,3,4,11,Champions
TC-21295,Toby Carlisle,Consumer,28,29,19391.9,3,4,4,11,Loyal Customers
TC-21475,Tony Chapman,Home Office,2,29,10722.53,4,4,3,11,Champions
TC-21535,Tracy Collins,Home Office,1,30,8888.06,4,4,3,11,Champions
TD-10995,Tamara Dahlen,Consumer,181,3,780.38,1,1,1,3,Lost
TD-20995,Tamara Dahlen,Consumer,1,25,6924.19,4,3,3,10,Champions
TG-11310,Toby Gnade,Consumer,161,3,714.42,1,1,1,3,Lost
TG-11640,Trudy Glocke,Consumer,31,9,4906.53,3,2,2,7,Potential Loyalists
TG-21310,Toby Gnade,Consumer,15,32,12305.23,4,4,3,11,Champions
TG-21640,Trudy Glocke,Consumer,6,33,13973.78,4,4,4,12,Champions
TH-11100,Thea Hendricks,Consumer,254,4,1856.19,1,1,2,4,Lost
TH-11115,Thea Hudgings,Corporate,120,6,1870.17,1,2,2,5,Lost
TH-11235,Tiffany House,Corporate,231,10,3901.35,1,2,2,5,Lost
TH-11550,Tracy Hopkins,Home Office,390,5,283.83,1,1,1,3,Lost
TH-21100,Thea Hendricks,Consumer,7,27,13684.87,4,4,4,12,Champions
TH-21115,Thea Hudgings,Corporate,44,25,13483.62,2,3,4,9,At Risk
TH-21235,Tiffany House,Corporate,9,26,12896.25,4,4,3,11,Champions
TH-21550,Tracy Hopkins,Home Office,6,26,12808.91,4,4,3,11,Champions
TM-11010,Tamara Manning,Consumer,243,3,300.67,1,1,1,3,Lost
TM-11490,Tony Molinari,Consumer,56,8,2063.02,2,2,2,6,At Risk
TM-21010,Tamara Manning,Consumer,65,27,14158.96,2,4,4,10,At Risk
TM-21490,Tony Molinari,Consumer,41,27,13908.86,2,4,4,10,At Risk
TN-11040,Tanja Norvell,Home Office,55,2,187.35,2,1,1,4,Hibernating
TN-21040,Tanja Norvell,Home Office,23,29,9410.26,3,4,3,10,Loyal Customers
TP-11130,Theone Pippenger,Consumer,140,6,1261.45,1,2,1,4,Lost
TP-11415,Tom Prescott,Consumer,642,4,1950.95,1,1,2,4,Lost
TP-11565,Tracy Poddar,Corporate,104,5,857.37,1,1,1,3,Lost
TP-21130,Theone Pippenger,Consumer,3,37,22697.58,4,4,4,12,Champions
TP-21415,Tom Prescott,Consumer,49,22,10926.72,2,3,3,8,At Risk
TP-21565,Tracy Poddar,Corporate,15,30,12429.8,4,4,3,11,Champions
TR-11325,Toby Ritter,Consumer,169,4,2395.72,1,1,2,4,Lost
TR-21325,Toby Ritter,Consumer,2,22,10033.19,4,3,3,10,Champions
TS-11085,Thais Sissman,Consumer,220,8,1390.68,1,2,1,4,Lost
TS-11160,Theresa Swint,Corporate,106,5,1130.07,1,1,1,3,Lost
TS-11205,Thomas Seio,Corporate,308,3,641.65,1,1,1,3,Lost
TS-11340,Toby Swindell,Consumer,41,5,1631.32,2,1,1,4,Hibernating
TS-11370,Todd Sumrall,Corporate,19,10,4573.58,3,2,2,7,Potential Loyalists
TS-11430,Tom Stivers,Corporate,119,7,5812.08,1,2,2,5,Lost
TS-11505,Tony Sayre,Consumer,288,4,2123.95,1,1,2,4,Lost
TS-11610,Troy Staebel,Consumer,176,5,2011.14,1,1,2,4,Lost
TS-11655,Trudy Schmidt,Consumer,203,6,452.88,1,2,1,4,Lost
TS-21085,Thais Sissman,Consumer,42,19,5395.21,2,3,2,7,At Risk
TS-21160,Theresa Swint,Corporate,9,22,6805.94,4,3,3,10,Champions
TS-21205,Thomas Seio,Corporate,27,32,13888.62,3,4,4,11,Loyal Customers
TS-21340,Toby Swindell,Consumer,9,31,16997.03,4,4,4,12,Champions
TS-21370,Todd Sumrall,Corporate,37,27,23201.68,2,4,4,10,At Risk
TS-21430,Tom Stivers,Corporate,20,22,9532.92,3,3,3,9,Loyal Customers
TS-21505,Tony Sayre,Consumer,12,27,17613.42,4,4,4,12,Champions
TS-21610,Troy Staebel,Consumer,21,30,20565.95,3,4,4,11,Loyal Customers
TS-21655,Trudy Schmidt,Consumer,85,24,9525.46,2,3,3,8,At Risk
TT-11070,Ted Trevino,Consumer,38,2,1572.33,2,1,1,4,Hibernating
TT-11220,Thomas Thornton,Consumer,6,9,1826.4,4,2,2,8,Potential Loyalists
TT-11265,Tim Taslimi,Corporate,95,9,5049.04,2,2,2,6,At Risk
TT-11460,Tonja Turnell,Home Office,43,8,1649.78,2,2,1,5,Hibernating
TT-21070,Ted Trevino,Consumer,15,31,15673.06,4,4,4,12,Champions
TT-21220,Thomas Thornton,Consumer,38,22,13224.56,2,3,4,9,At Risk
TT-21265,Tim Taslimi,Corporate,2,20,4730.64,4,3,2,9,Loyal Customers
TT-21460,Tonja Turnell,Home Office,13,32,18432.01,4,4,4,12,Champions
TW-11025,Tamara Willingham,Home Office,20,8,323.11,3,2,1,6,Potential Loyalists
TW-21025,Tamara Willingham,Home Office,42,27,13931.9,2,4,4,10,At Risk
TZ-11445,Tom Zandusky,Corporate,369,7,745.14,1,2,1,4,Lost
TZ-11580,Tracy Zic,Consumer,49,5,403.01,2,1,1,4,Hibernating
TZ-21445,Tom Zandusky,Corporate,9,28,14601.67,4,4,4,12,Champions
TZ-21580,Tracy Zic,Consumer,36,19,10455.53,3,3,3,9,Loyal Customers
VB-11745,Victoria Brennan,Corporate,5,4,783.63,4,1,1,6,Potential Loyalists
VB-21745,Victoria Brennan,Corporate,13,21,9961.05,4,3,3,10,Champions
VD-11670,Valerie Dominguez,Consumer,1,9,1230.05,4,2,1,7,Potential Loyalists
VD-21670,Valerie Dominguez,Consumer,37,21,14754.87,2,3,4,9,At Risk
VF-11715,Vicky Freymann,Home Office,95,4,602.35,2,1,1,4,Hibernating
VF-21715,Vicky Freymann,Home Office,14,24,12000.13,4,3,3,10,Champions
VG-11790,Vivek Gonzalez,Consumer,148,4,386.17,1,1,1,3,Lost
VG-11805,Vivek Grady,Corporate,136,4,1190.22,1,1,1,3,Lost
VG-21790,Vivek Gonzalez,Consumer,111,27,9908.61,1,4,3,8,Cant Lose Them
VG-21805,Vivek Grady,Corporate,3,23,22573.37,4,3,4,11,Champions
VM-11685,Valerie Mitchum,Home Office,14,6,858.98,4,2,1,7,Potential Loyalists
VM-11835,Vivian Mathis,Consumer,9,3,1270.41,4,1,1,6,Potential Loyalists
VM-21685,Valerie Mitchum,Home Office,33,32,13708.12,3,4,4,11,Loyal Customers
VM-21835,Vivian Mathis,Consumer,112,20,2621.82,1,3,2,6,Lost
VP-11730,Victor Preis,Home Office,29,4,432.0,3,1,1,5,Potential Loyalists
VP-11760,Victoria Pisteka,Corporate,237,3,1615.66,1,1,1,3,Lost
VP-21730,Victor Preis,Home Office,31,29,11629.27,3,4,3,10,Loyal Customers
VP-21760,Victoria Pisteka,Corporate,76,28,16935.56,2,4,4,10,At Risk
VS-11820,Vivek Sundaresam,Consumer,23,7,1136.21,3,2,1,6,Potential Loyalists
VS-21820,Vivek Sundaresam,Consumer,139,15,10275.78,1,3,3,7,Cant Lose Them
VT-11700,Valerie Takahito,Home Office,31,7,1271.44,3,2,1,6,Potential Loyalists
VT-21700,Valerie Takahito,Home Office,8,25,18099.31,4,3,4,11,Champions
VW-11775,Victoria Wilson,Corporate,8,5,1253.17,4,1,1,6,Potential Loyalists
VW-21775,Victoria Wilson,Corporate,7,30,15785.38,4,4,4,12,Champions
WB-11850,William Brown,Consumer,115,2,182.53,1,1,1,3,Lost
WB-21850,William Brown,Consumer,21,38,16704.66,3,4,4,11,Loyal Customers
XP-11865,Xylona Preis,Consumer,161,3,1011.8,1,1,1,3,Lost
XP-21865,Xylona Preis,Consumer,44,27,11187.15,2,4,3,9,At Risk
YC-11895,Yoseph Carroll,Corporate,100,4,166.3,2,1,1,4,Hibernating
YC-21895,Yoseph Carroll,Corporate,5,27,19998.08,4,4,4,12,Champions
YS-11880,Yana Sorensen,Corporate,5,6,1328.83,4,2,1,7,Potential Loyalists
YS-21880,Yana Sorensen,Corporate,10,26,18703.61,4,4,4,12,Champions
ZC-11910,Zuschuss Carroll,Consumer,201,1,7.17,1,1,1,3,Lost
ZC-21910,Zuschuss Carroll,Consumer,4,37,28472.82,4,4,4,12,Champions
ZD-11925,Zuschuss Donatelli,Consumer,4,9,2951.23,4,2,2,8,Potential Loyalists
ZD-21925,Zuschuss Donatelli,Consumer,2,20,9479.34,4,3,3,10,Champions
